symbol,strategy,direction,regime,opened_at,closed_at,signal_score,entry_stages_filled,planned_capital_krw,used_capital_krw,total_notional_krw,average_entry,net_pnl_krw,gross_pnl_krw,fees_krw,slippage_krw,return_on_used_capital_pct,exit_reason,bars_held,funding_pnl_krw,net_pnl_before_funding_krw,fold
BTCUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-02-23 21:00:00+00:00,2026-02-24 16:00:00+00:00,90,1,30000,12000.0,60000.0,64357.9181,275.0920465921033,418.5897389054168,143.4976923133135,179.37346080883867,2.292433721600861,STOP,76,0.0,275.0920465921033,FOLD_A_OLDEST
BTCUSDT,HARD_VETO_SPLIT,SHORT,BEAR,2026-02-24 01:45:00+00:00,2026-02-24 15:45:00+00:00,100,1,30000,12000.0,60000.0,64211.9374,278.715028509755,422.2083784556083,143.49334994585325,179.36804097926105,2.3226252375812915,STOP,56,0.0,278.715028509755,FOLD_A_OLDEST
BTCUSDT,HARD_VETO_SHORT_ONLY,SHORT,BEAR,2026-02-24 01:45:00+00:00,2026-02-24 15:45:00+00:00,100,1,30000,12000.0,60000.0,64211.9374,278.715028509755,422.2083784556083,143.49334994585325,179.36804097926105,2.3226252375812915,STOP,56,0.0,278.715028509755,FOLD_A_OLDEST
BTCUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-03-05 12:15:00+00:00,2026-03-05 13:30:00+00:00,85,1,30000,12000.0,60000.0,73021.1677,-869.2632339733939,-726.1345954879795,143.1286384854144,178.90956685045262,-7.243860283111616,STOP,6,0.0,-869.2632339733939,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-03-13 14:45:00+00:00,2026-03-13 15:00:00+00:00,90,1,30000,12000.0,60000.0,72993.326,-934.8706463208047,-791.8208313183867,143.04981500241792,178.81088948065286,-7.790588719340039,STOP,2,0.0,-934.8706463208047,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-03-16 12:15:00+00:00,2026-03-16 14:30:00+00:00,95,1,30000,12000.0,60000.0,73660.42515000001,-738.543605552806,-595.257915050867,143.28569050193897,179.10617678601852,-6.154530046273383,STOP,10,0.0,-738.543605552806,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,LONG,BULL,2026-03-17 00:45:00+00:00,2026-03-17 04:30:00+00:00,90,1,30000,12000.0,60000.0,75065.72995000001,-925.1956608104726,-782.1342218767247,143.06143893374792,178.82544122243235,-7.709963840087272,STOP,16,0.0,-925.1956608104726,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-22 12:30:00+00:00,2026-03-22 13:00:00+00:00,90,1,30000,12000.0,60000.0,68521.16385000001,-571.8871729657016,-427.37432377716897,144.51284918853258,180.64050633457876,-4.7657264413808464,STOP,3,0.0,-571.8871729657016,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-23 01:15:00+00:00,2026-03-23 03:00:00+00:00,90,1,30000,12000.0,60000.0,67704.39085000001,-877.0211743798958,-732.1426032559887,144.8785711239072,181.09697405221482,-7.3085097864991315,STOP,8,0.0,-877.0211743798958,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-27 00:45:00+00:00,2026-03-27 02:00:00+00:00,90,1,30000,12000.0,60000.0,68576.08135000001,-710.9918456429253,-566.312270917824,144.67957472510136,180.84860111312184,-5.924932047024377,STOP,6,0.0,-710.9918456429253,FOLD_B_MIDDLE
BTCUSDT,PRICE_ONLY_REFERENCE,SHORT,BEAR,2026-03-29 01:15:00+00:00,2026-03-29 02:45:00+00:00,90,1,30000,12000.0,60000.0,66417.72375,-535.3391269997621,-390.8700829002818,144.46904409948033,180.58583198478613,-4.461159391664685,STOP,7,0.0,-535.3391269997621,FOLD_B_MIDDLE
BTCUSDT,HARD_VETO_SPLIT,LONG,BULL,2026-03-16 12:15:00+00:00,2026-03-16 14:30:00+00:00,95,1,30000,12000.0,60000.0,73660.42515000001,-738.543605552806,-595.257915050867,143.28569050193897,179.10617678601852,-6.154530046273383,STOP,10,0.0,-738.543605552806,FOLD_B_MIDDLE
